00:47:53.056 febs [SessionValidationThread-1] INFO  o.a.s.s.m.AbstractValidatingSessionManager - Validating all active sessions...
15:13:57.015 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 133 ms
15:13:57.015 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2760,'admin','新增用户',168,'com.xsz.system.controller.UserController.addUser()','user: "User{userId=168, username='ggx', password='b9a8188a082a9bcb8cc2f1ba5bdf131c', deptId=1, deptName='null', email='1321131@qq.com', mobile='18621646875', status='1', crateTime=Tue Jun 23 15:13:56 CST 2020, modifyTime=null, lastLoginTime=null, ssex='2', theme='green', avatar='default.jpg', description='null', roleName='null'}"  roles: "[Ljava.lang.Long;@1c7fbed6"','127.0.0.1','2020年6月23日 下午3:13:57','' )
15:13:57.039 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:13:57.039 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 105 ms
15:13:57.039 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2761,'admin','获取用户信息',13,'com.xsz.system.controller.UserController.userList()','request: "QueryRequest{pageSize=10, pageNum=1}"  user: "User{userId=null, username='', password='null', deptId=null, deptName='null', email='null', mobile='null', status='', crateTime=null, modifyTime=null, lastLoginTime=null, ssex='', theme='null', avatar='null', description='null', roleName='null'}"','127.0.0.1','2020年6月23日 下午3:13:57','' )
15:14:09.670 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.UserMapper.selectByExample
15:14:09.671 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:14:09.671 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT USER_ID,USERNAME,PASSWORD,DEPT_ID,EMAIL,MOBILE,STATUS,CRATE_TIME,MODIFY_TIME,LAST_LOGIN_TIME,SSEX,THEME,AVATAR,DESCRIPTION FROM t_user WHERE ( ( lower(username)= 'ggx' ) )
15:14:09.679 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.UserMapper.updateByExampleSelective
15:14:09.679 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 3 ms
15:14:09.679 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> UPDATE t_user SET STATUS = '1',LAST_LOGIN_TIME = '2020年6月23日 下午3:14:09' WHERE ( ( lower(username)= 'ggx' ) )
15:14:09.857 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:14:09.857 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 74 ms
15:14:09.857 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2762,'ggx','访问系统',1,'com.xsz.system.controller.LoginController.index()','user: "User{userId=168, username='ggx', password='b9a8188a082a9bcb8cc2f1ba5bdf131c', deptId=1, deptName='null', email='1321131@qq.com', mobile='18621646875', status='1', crateTime=Tue Jun 23 15:13:57 CST 2020, modifyTime=null, lastLoginTime=null, ssex='2', theme='green', avatar='default.jpg', description='null', roleName='null'}"  org.springframework.validation.BindingResult.user: "org.springframework.validation.BeanPropertyBindingResult: 0 errors"','127.0.0.1','2020年6月23日 下午3:14:09','' )
15:14:09.972 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.MenuMapper.findUserMenus
15:14:09.972 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 29 ms
15:14:09.972 febs [http-nio-9020-exec-10] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select m.* from t_menu m where m.type <> 1 and m.MENU_ID in (select distinct rm.menu_id from t_role_menu rm left join t_role r on(rm.role_id = r.role_id) left join t_user_role ur on(ur.role_id = r.role_id) left join t_user u on (u.user_id = ur.user_id) where u.username = 'ggx') order by m.create_time
15:14:59.816 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.RoleMapper.findUserRole
15:14:59.816 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:14:59.816 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select r.* from t_role r left join t_user_role ur on(r.role_id = ur.role_id) left join t_user u on(u.user_id = ur.user_id) where u.username = 'ggx'
15:14:59.819 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.MenuMapper.findUserPermissions
15:14:59.819 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:14:59.819 febs [http-nio-9020-exec-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> select m.perms from t_role r left join t_user_role ur on(r.role_id = ur.role_id) left join t_user u on(u.user_id = ur.user_id) left join t_role_menu rm on(rm.role_id = r.role_id) left join t_menu m on(m.menu_id = rm.menu_id ) where u.username = 'ggx' and m.perms is not null and m.perms <> ''
15:14:59.889 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample
15:14:59.890 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:14:59.890 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:14:59.995 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample_COUNT
15:14:59.995 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 49 ms
15:14:59.995 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:14:59.999 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample
15:15:00.000 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 4 ms
15:15:00.000 febs [http-nio-9020-exec-7] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:15:00.074 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:15:00.074 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 66 ms
15:15:00.074 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2763,'ggx','获取投票项目信息',74,'com.xsz.vote.controller.TbDVoteTopicController.VoteTopicList()','request: "QueryRequest{pageSize=10, pageNum=1}"  voteTopic: "com.xsz.vote.domain.VoteTopic@38a065a8"','127.0.0.1','2020年6月23日 下午3:15:00','' )
15:15:00.435 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample_COUNT
15:15:00.436 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:15:00.436 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:15:00.440 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample
15:15:00.440 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 3 ms
15:15:00.440 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:15:00.499 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:15:00.499 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 54 ms
15:15:00.499 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2764,'ggx','获取投票项目信息',10,'com.xsz.vote.controller.VoteController.voteList()','request: "QueryRequest{pageSize=10, pageNum=1}"  vote: "com.xsz.vote.domain.Vote@16588ba1"','127.0.0.1','2020年6月23日 下午3:15:00','' )
15:15:14.044 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.insert!selectKey
15:15:14.045 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 38 ms
15:15:14.045 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT LAST_INSERT_ID()
15:15:14.049 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.insert
15:15:14.049 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 159 ms
15:15:14.049 febs [http-nio-9020-exec-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO tb_d_vote ( ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL ) VALUES( 10,'新建投票1',,,,,,,,,'',,'2020年6月23日 下午3:15:14',,,0,,,,,, )
15:15:14.069 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample_COUNT
15:15:14.069 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 2 ms
15:15:14.069 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:15:14.075 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample
15:15:14.075 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 5 ms
15:15:14.075 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:15:14.099 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:15:14.100 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 47 ms
15:15:14.100 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2765,'ggx','新增投票项目',165,'com.xsz.vote.controller.VoteController.addVote()','vote: "com.xsz.vote.domain.Vote@43f1d946"','127.0.0.1','2020年6月23日 下午3:15:14','' )
15:15:14.159 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:15:14.159 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 79 ms
15:15:14.159 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2766,'ggx','获取投票项目信息',12,'com.xsz.vote.controller.VoteController.voteList()','request: "QueryRequest{pageSize=10, pageNum=1}"  vote: "com.xsz.vote.domain.Vote@298349a0"','127.0.0.1','2020年6月23日 下午3:15:14','' )
15:15:21.900 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.insert!selectKey
15:15:21.900 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:15:21.900 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT LAST_INSERT_ID()
15:15:21.901 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.insert
15:15:21.901 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 120 ms
15:15:21.901 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO tb_d_vote ( ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL ) VALUES( 11,'',,,,,,,,,'',,'2020年6月23日 下午3:15:21',,,1,,,,,, )
15:15:21.922 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample_COUNT
15:15:21.922 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 3 ms
15:15:21.922 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:15:21.928 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample
15:15:21.928 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 5 ms
15:15:21.928 febs [http-nio-9020-exec-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:15:22.024 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:15:22.024 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 118 ms
15:15:22.024 febs [asyncTaskExecutor-4] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2767,'ggx','新增投票项目',122,'com.xsz.vote.controller.VoteController.addVote()','vote: "com.xsz.vote.domain.Vote@2eb54884"','127.0.0.1','2020年6月23日 下午3:15:22','' )
15:15:22.047 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:15:22.048 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 116 ms
15:15:22.048 febs [asyncTaskExecutor-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2768,'ggx','获取投票项目信息',14,'com.xsz.vote.controller.VoteController.voteList()','request: "QueryRequest{pageSize=10, pageNum=1}"  vote: "com.xsz.vote.domain.Vote@7483caa6"','127.0.0.1','2020年6月23日 下午3:15:22','' )
15:16:05.803 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteMapper.selectByExample
15:16:05.803 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:16:05.803 febs [http-nio-9020-exec-9] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,TITLE,VOTECOUNT,DEADLINETIME,ISALL,HEADCONTENT,FOOTERCONTENT,ALLOWSHOWRESULT,ALLOWANONYMAT,FROMUSERID,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,STATUS,MODIFYUSERID,TO_USER,TO_PARTY,TO_TAG,PIC_URL,VOTEURL FROM tb_d_vote order by CREATETIME
15:16:05.828 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample_COUNT
15:16:05.828 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:16:05.828 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:16:05.831 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample
15:16:05.831 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:16:05.831 febs [http-nio-9020-exec-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:16:06.007 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:16:06.007 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 172 ms
15:16:06.007 febs [asyncTaskExecutor-1] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2769,'ggx','获取投票项目信息',9,'com.xsz.vote.controller.TbDVoteTopicController.VoteTopicList()','request: "QueryRequest{pageSize=10, pageNum=1}"  voteTopic: "com.xsz.vote.domain.VoteTopic@9aad6d2"','127.0.0.1','2020年6月23日 下午3:16:06','' )
15:16:25.976 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.insert!selectKey
15:16:25.976 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 1 ms
15:16:25.976 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT LAST_INSERT_ID()
15:16:25.978 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.insert
15:16:25.978 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 266 ms
15:16:25.978 febs [http-nio-9020-exec-5] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO tb_d_vote_topic ( ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT ) VALUES( 19,1,1,'11111',,,,,'',,'2020年6月23日 下午3:16:25',,,, )
15:16:26.049 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample_COUNT
15:16:26.049 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 52 ms
15:16:26.049 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:16:26.054 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.vote.dao.VoteTopicMapper.selectByExample
15:16:26.054 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 3 ms
15:16:26.054 febs [http-nio-9020-exec-6] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> SELECT ID,VOTEID,KINDS,TITLE,MAXVOTE,MIXVOTE,ALLOWUSERDEFINE,SORTCODE,REMARKS,DELMARK,CREATETIME,MODIFYTIME,CREATEUSERID,MODIFYUSERID,OPTIONCOUNT FROM tb_d_vote_topic order by CREATETIME
15:16:26.109 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:16:26.110 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 127 ms
15:16:26.110 febs [asyncTaskExecutor-2] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句】>>>> INSERT INTO t_log ( ID,USERNAME,OPERATION,TIME,METHOD,PARAMS,IP,CREATE_TIME,LOCATION ) VALUES( 2770,'ggx','新增投票项目',269,'com.xsz.vote.controller.TbDVoteTopicController.addVoteTopic()','VoteTopic: "com.xsz.vote.domain.VoteTopic@77a77a72"','127.0.0.1','2020年6月23日 下午3:16:26','' )
15:16:26.159 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句Id】>>>> com.xsz.system.dao.LogMapper.insert
15:16:26.159 febs [asyncTaskExecutor-3] INFO  c.x.c.i.SqlStatementInterceptor - 【SQL语句耗时】>>>> 99 ms
